Make,Model,Details,Storage,Device,Monthly Policy Price,Replacement Price,Release Price,Release Price url,Os,InitialVersion,MaxVersion,Processor,Cores,Memory,SSD,Physical Screen,Resolution,Camera,4G,Frequency,Release Date,Picture,Urls,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Samsung,Galaxy Nexus,GALAXY NEXUS I9250,16,"'maguro','toro','toroplus'",,,£499.99,http://www.trustedreviews.com/samsung-galaxy-nexus-review,Android,4.0,4.3,1200,2,1024,N,118.11,720x1280,5,Y,850 / 900 / 1800 / 1900,11/11,,http://www.gsmarena.com/samsung_galaxy_nexus_i9250-4219.php,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Samsung,Galaxy Note II,GALAXY NOTE 2 N7100,16,"'t0lteatt', 'SC-02E', 't03g', 't03gchn', 't03gchnduos', 't03gcmcc', 't03gctc', 't03gcuduos', 't0lte', 't0lteatt', 't0ltecan', 't0ltecmcc', 't0ltedcm', 't0ltektt', 't0ltelgt', 't0lteskt', 't0ltespr', 't0ltetmo', 't0lteusc', 't0ltevzw'",5.49,,£549.99,http://www.trustedreviews.com/samsung-galaxy-note-2-review,Android,4.1.1,4.4.2,1600,4,2048,Y,139.7,720x1280,8,Y,850 / 900 / 1800 / 1900,9/12,,http://www.gsmarena.com/samsung_galaxy_note_ii_n7100-4854.php,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Samsung,Galaxy Note 3,GALAXY NOTE 3 N9005 32G,16,"'SC-02F', 'SCL22', 'ha3g', 'hlte', 'hlteatt', 'hltecan', 'hltektt', 'hltelgt', 'hlteskt', 'hltespr', 'hltetmo', 'hlteusc', 'hltevzw', 'htdlte'",5.49,,£620,http://www.expertreviews.co.uk/mobile-phones/53052/samsung-galaxy-note-3-review,Android,4.3,4.4.2,2300,4,3072,Y,144.78,1080x1920,13,Y,850 / 900 / 1800 / 1900,9/13,,http://www.gsmarena.com/samsung_galaxy_note_3-5665.php,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Samsung,Galaxy Note 4,GALAXY NOTE 4 N910,32,"'tre3caltektt', 'tre3caltelgt', 'tre3calteskt', 'tre3g', 'trelte', 'treltektt', 'treltelgt', 'trelteskt', 'trhplte', 'trlte', 'trlteatt', 'trltecan', 'trltechn', 'trltechnzh', 'trltespr', 'trltetmo', 'trlteusc', 'trltevzw'",5.99,£316.80,£600.00,http://www.expertreviews.co.uk/mobile-phones/1401751/samsung-galaxy-note-4-review-still-king-of-the-phablets,Android,4.4.4,6.0.1,2700,4,3072,Y,144.78,1440x2560,16,Y,850 / 900 / 1800 / 1900,10/14,,http://www.gsmarena.com/samsung_galaxy_note_4-6434.php,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Samsung,Galaxy Note Edge,Galaxy Note Edge,32,"'SCL24', 'tbeltektt', 'tbeltelgt', 'tbelteskt', 'tblte', 'tblteatt', 'tbltecan', 'tbltechn', 'tbltespr', 'tbltetmo', 'tblteusc', 'tblteusc'",7.99,,£650.00,http://www.trustedreviews.com/samsung-galaxy-edge-review,Android,4.4.4,6.0,2700,4,3072,Y,142.24,1600 x 2560,16,Y,850 / 900 / 1800 / 1900,11/14,,http://www.gsmarena.com/samsung_galaxy_note_edge-6631.php,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Samsung,Galaxy Note ,GALAXY NOTE N7000,16,"'GT-I9220','GT-I9228','GT-N7000','GT-N7005','SC-05D','SCH-i889','SGH-I717','SGH-I717D','SGH-I717M','SGH-I717R','SGH-T879','SHV-E160K','SHV-E160L','SHV-E160S'",,,£480.00,http://www.trustedreviews.com/samsung-galaxy-note-review,Android,2.3.5,4.1.2,1200,2,1024,Y,134.62,800x1280,8,Y,850 / 900 / 1800 / 1900,10/11,,http://www.gsmarena.com/samsung_galaxy_note_n7000-4135.php,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Samsung,Galaxy S,GALAXY S I9000,8,"'GT-I9000','GT-I9000B','GT-I9000M','GT-I9000T','GT-I9003','GT-I9003L','GT-I9008L','GT-I9010','GT-I9018','GT-I9050','SC-02B','SCH-I500','SCH-S950C','SCH-i909','SGH-I897','SGH-T959V','SGH-T959W','SHW-M110S','SHW-M190S','SPH-D700','loganlte'",,,£510.00,http://www.expertreviews.co.uk/mobile-phones/49795/samsung-gt-i9000-galaxy-s-16gb-review,Android,2.1,2.3,1000,1,512,Y,101.6,480x800,5,N,850 / 900 / 1800 / 1900,6/10,,http://www.gsmarena.com/samsung_i9000_galaxy_s-3115.php,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Samsung,Galaxy SII,GALAXY S2 I9100,16,"'GT-I9100', 'GT-I9100M', 'GT-I9100P', 'GT-I9100T', 'GT-I9103', 'GT-I9108', 'GT-I9210T', 'SC-02C', 'SCH-R760X', 'SGH-I777', 'SGH-S959G', 'SGH-T989', 'SHV-E110S', 'SHW-M250K', 'SHW-M250L', 'SHW-M250S', 't1cmcc'",4.99,,£549.95,http://www.androidcentral.com/samsung-galaxy-s2-i9100-specs-and-price-listed-uk,Android,2.3.4,4.1,1200,2,1024,Y,109.22,480x800,8,N,850 / 900 / 1800 / 1900,4/11,,http://www.gsmarena.com/samsung_i9100_galaxy_s_ii-3621.php,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Samsung,Galaxy SIII,GALAXY S3 I9300,16,"'SC-03E', 'c1att', 'c1ktt', 'c1lgt', 'c1skt', 'd2att', 'd2can', 'd2cri', 'd2dcm', 'd2lteMetroPCS', 'd2lterefreshspr', 'd2ltetmo', 'd2mtr', 'd2spi', 'd2spr', 'd2tfnspr', 'd2tfnvzw', 'd2tmo', 'd2usc', 'd2vmu', 'd2vzw', 'd2xar', 'm0', 'm0apt', 'm0chn', 'm0cmcc', 'm0ctc', 'm0ctcduos', 'm0skt', 'm3dcm'",4.99,,£500,http://www.wired.co.uk/reviews/mobile-phones/2012-05/samsung-galaxy-s3,Android,4.04,4.3,1400,4,1024,Y,121.92,720 x 1280,8,N,850 / 900 / 1800 / 1900,5/12,,http://www.gsmarena.com/samsung_i9300_galaxy_s_iii-4238.php,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Samsung,Galaxy SIII LTE,GALAXY S3 LTE I9305,16,'m3',,,£530.00,http://www.expertreviews.co.uk/mobile-phones/53344/samsung-galaxy-s3-review,Android,4.1.1,4.4.4,1400,4,2048,Y,121.92,720x1280,8,Y,850 / 900 / 1800 / 1900,9/12,,http://www.gsmarena.com/samsung_i9305_galaxy_s_iii-5001.php,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Samsung,Galaxy SIII mini,GALAXY S3 MINI I8190,8,"'golden','goldenlteatt','goldenltebmc', 'goldenltevzw', 'goldenve3g'",3.99,,£250.00,http://www.pcadvisor.co.uk/review/mid-range-smartphones/samsung-galaxy-s3-mini-review-3424965/,Android,4.1,,1000,2,1024,Y,101.6,480x800,5,N,850 / 900 / 1800 / 1900,11/12,,http://www.gsmarena.com/samsung_i8190_galaxy_s_iii_mini-5033.php,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Samsung,Galaxy SIII mini VE,GALAXY S3 MINI VE I8200,8,"'goldenve3g', 'goldenvess3g'",,£76.21,£315,http://www.techradar.com/reviews/phones/mobile-phones/samsung-galaxy-s3-mini-1108587/review#best-price-article-top,Android,4.2.2,,1200,2,1024,Y,101.6,480x800,5,N,850 / 900 / 1800 / 1900,3/14,,http://www.gsmarena.com/samsung_i8200_galaxy_s_iii_mini_ve-6190.php,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Samsung,Galaxy S4,GALAXY S4 I9505,16,"'SC-04E', 'ja3g', 'ja3gduosctc', 'jaltektt', 'jaltelgt', 'jalteskt', 'jflte', 'jflteaio', 'jflteatt', 'jfltecan', 'jfltecri', 'jfltecsp', 'jfltelra', 'jflterefreshspr', 'jfltespr', 'jfltetfnatt', 'jfltetfntmo', 'jfltetmo', 'jflteusc', 'jfltevzw', 'jfltevzwpp', 'jftdd', 'jfwifi', 'jsglte', 'ks01lte', 'ks01ltektt', 'ks01ltelgt'",5.64,£193.00,£600,http://www.expertreviews.co.uk/mobile-phones/53492/samsung-galaxy-s4-review-two-years-on-but-still-going-strong,Android,4.2.2,4.4.2,1900,4,2048,Y,127,1080x1920,13,Y,850 / 900 / 1800 / 1900,4/13,,http://www.gsmarena.com/samsung_i9505_galaxy_s4-5371.php,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Samsung,Galaxy S4 mini,GALAXY S4 MINI I9195,8,"'serrano3g', 'serranods', 'serranolte', 'serranoltebmc', 'serranoltektt', 'serranoltekx', 'serranoltelra', 'serranoltespr', 'serranolteusc', 'serranoltevzw', 'serranove3g', 'serranovelte', 'serranovolteatt'",4.99,,£363,http://www.expertreviews.co.uk/mobile-phones/53390/samsung-galaxy-s4-mini-review,Android,4.2.2,4.4.2,1700,2,1536,Y,109.22,540 x 960,8,Y,850 / 900 / 1800 / 1900,7/13,,http://www.gsmarena.com/samsung_i9190_galaxy_s4_mini-5375.php,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Samsung,Galaxy S4 VE,GALAXY S4 VE I9515,16,'jfvelte',,,,,Android,4.2.2,4.4.2,1900,4,2048,Y,127,1080x1920,13,Y,850 / 900 / 1800 / 1900,4/13,,http://www.gsmarena.com/samsung_i9505_galaxy_s4-5371.php,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Samsung,Galaxy S4 zoom,GALAXY S4 ZOOM C101 / C105,8,"'mproject3g','mprojectlteatt','mprojectltelgt','mprojectlteskt','mprojectqlte','mprojectltektt'",,,£419,http://www.alphr.com/samsung/samsung-galaxy-s4-zoom,Android,4.2.2,4.4.2,1500,2,1536,Y,114.3,540x960,16,Y,850 / 900 / 1800 / 1900,7/13,,http://www.gsmarena.com/samsung_galaxy_s4_zoom-5447.php,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Samsung,Galaxy S5,GALAXY S5 G900,16,"'SCL23','k3g','klte','klteMetroPCS','klteacg','klteaio','klteatt','kltecan','klteduoszn','kltektt','kltelgt','kltelra','klteskt','kltespr','kltetmo','kltetmo','klteusc','kltevzw','kwifi','lentisltektt','lentisltelgt','lentislteskt'",,£240.38,£329.00,http://www.trustedreviews.com/samsung-galaxy-s5-review,Android,4.4.2,6.0,2500,4,2048,Y,129.54,1080x1920,16,Y,850 / 900 / 1800 / 1900,4/14,,http://www.gsmarena.com/samsung_galaxy_s5-6033.php,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Samsung,Galaxy S5 mini,GALAXY S5 MINI G800,16,"'kmini3g', 'kminilte', 'kminilte', 'kminilteusc'",4.99,£170.43,£324.00,http://www.expertreviews.co.uk/mobile-phones/1401271/samsung-galaxy-s5-mini-review,Android,4.4.2,5.1.1,1400,4,1536,Y,114.3,720x1280,8,Y,850 / 900 / 1800 / 1900,7/15,,http://www.gsmarena.com/samsung_galaxy_s5_mini-6252.php,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Samsung,Galaxy S5 Neo,GALAXY S5 NEO G903,16,"'s5neolte','s5neoltecan'",,£259.00,£300.00,http://www.expertreviews.co.uk/mobile-phones/1404303/samsung-galaxy-s5-neo-review-a-newish-galaxy-with-microsd/page/0/1,Android,5.1.1,,1600,8,2048,Y,129.54,1080x1920,16,Y,850 / 900 / 1800 / 1900,8/15,,http://www.gsmarena.com/samsung_galaxy_s5_neo-6506.php,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Samsung,Galaxy S6,GALAXY S6 128G G920,128,"'zeroflte', 'zeroflteacg', 'zeroflteaio', 'zeroflteatt', 'zerofltebmc', 'zerofltechn', 'zerofltectc', 'zerofltektt', 'zerofltelgt', 'zerofltelra', 'zerofltemtr', 'zeroflteskt', 'zerofltespr', 'zerofltetfnvzw', 'zerofltetmo', 'zeroflteusc', 'zerofltevzw'",8.14,,,,Android,5.0.2,6.0.1,1500,4,3072,N,129.54,1440x2560,16,Y,850 / 900 / 1800 / 1900,4/15,,http://www.gsmarena.com/samsung_galaxy_s6-6849.php,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Samsung,Galaxy S6,GALAXY S6 32G G920,32,"'zeroflte', 'zeroflteacg', 'zeroflteaio', 'zeroflteatt', 'zerofltebmc', 'zerofltechn', 'zerofltectc', 'zerofltektt', 'zerofltelgt', 'zerofltelra', 'zerofltemtr', 'zeroflteskt', 'zerofltespr', 'zerofltetfnvzw', 'zerofltetmo', 'zeroflteusc', 'zerofltevzw'",6.14,£321.70,£599.00,http://www.pcadvisor.co.uk/review/android-smartphones/samsung-galaxy-s6-review-best-android-phone-2015-audio-3600059/,Android,5.0.2,6.0.1,1500,4,3072,N,129.54,1440x2560,16,Y,850 / 900 / 1800 / 1900,4/15,,http://www.gsmarena.com/samsung_galaxy_s6-6849.php,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Samsung,Galaxy S6,GALAXY S6 64G G920,64,"'zeroflte', 'zeroflteacg', 'zeroflteaio', 'zeroflteatt', 'zerofltebmc', 'zerofltechn', 'zerofltectc', 'zerofltektt', 'zerofltelgt', 'zerofltelra', 'zerofltemtr', 'zeroflteskt', 'zerofltespr', 'zerofltetfnvzw', 'zerofltetmo', 'zeroflteusc', 'zerofltevzw'",8.14,£351.38,£660.00,http://www.pcadvisor.co.uk/review/android-smartphones/samsung-galaxy-s6-review-best-android-phone-2015-audio-3600059/,Android,5.0.2,6.0.1,1500,4,3072,N,129.54,1440x2560,16,Y,850 / 900 / 1800 / 1900,4/15,,http://www.gsmarena.com/samsung_galaxy_s6-6849.php,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Samsung,Galaxy S6 Edge,GALAXY S6 EDGE 128G G925,128,"'404SC', 'SCV31', 'zerolte', 'zerolteacg', 'zerolteatt', 'zeroltebmc', 'zeroltechn', 'zeroltektt', 'zeroltelgt', 'zeroltelra', 'zerolteskt', 'zeroltespr', 'zeroltetmo', 'zerolteusc', 'zeroltevzw'",8.14,,,,Android,5.0.2,6.0.1,1500,4,3072,N,129.54,1440x2560,16,Y,850 / 900 / 1800 / 1900,4/15,,http://www.gsmarena.com/samsung_galaxy_s6_edge-7079.php,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Samsung,Galaxy S6 Edge,GALAXY S6 EDGE 32G G925,32,"'404SC', 'SCV31', 'zerolte', 'zerolteacg', 'zerolteatt', 'zeroltebmc', 'zeroltechn', 'zeroltektt', 'zeroltelgt', 'zeroltelra', 'zerolteskt', 'zeroltespr', 'zeroltetmo', 'zerolteusc', 'zeroltevzw'",7.14,,£669.99,http://www.pcadvisor.co.uk/new-product/mobile-phone/samsung-galaxy-s6-edge-plus-release-date-price-specs-uk-price-cut-3614419/,Android,5.0.2,6.0.1,1500,4,3072,N,129.54,1440x2560,16,Y,850 / 900 / 1800 / 1900,4/15,,http://www.gsmarena.com/samsung_galaxy_s6_edge-7079.php,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Samsung,Galaxy S6 Edge,GALAXY S6 EDGE 64G G925,64,"'404SC', 'SCV31', 'zerolte', 'zerolteacg', 'zerolteatt', 'zeroltebmc', 'zeroltechn', 'zeroltektt', 'zeroltelgt', 'zeroltelra', 'zerolteskt', 'zeroltespr', 'zeroltetmo', 'zerolteusc', 'zeroltevzw'",8.14,£400.91,£760.00,http://www.theinquirer.net/inquirer/news/2399151/galaxy-s6-edge-release-date-price-and-specs,Android,5.0.2,6.0.1,1500,4,3072,N,129.54,1440x2560,16,Y,850 / 900 / 1800 / 1900,4/15,,http://www.gsmarena.com/samsung_galaxy_s6_edge-7079.php,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Samsung,Galaxy S6 Edge+,GALAXY S6 EDGE+ 32G G928,32,"'zenlte', 'zenlteatt', 'zenltebmc', 'zenltechn', 'zenltektt', 'zenltekx', 'zenltelgt', 'zenlteskt', 'zenltespr', 'zenltetmo', 'zenltevzw'",7.99,,£749.00,http://www.pcadvisor.co.uk/new-product/mobile-phone/samsung-galaxy-s6-edge-plus-release-date-price-specs-uk-price-cut-3614419/,Android,5.1.1,6.0.1,1500,4,4096,N,144.78,1440x2560,16,Y,850 / 900 / 1800 / 1900,8/15,,http://www.gsmarena.com/samsung_galaxy_s6_edge+-7467.php,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Samsung,Galaxy S6 Edge+,GALAXY S6 EDGE+ 64G,64,"'zenlte', 'zenlteatt', 'zenltebmc', 'zenltechn', 'zenltektt', 'zenltekx', 'zenltelgt', 'zenlteskt', 'zenltespr', 'zenltetmo', 'zenltevzw'",7.99,,£829.00,http://www.pcadvisor.co.uk/new-product/mobile-phone/samsung-galaxy-s6-edge-plus-release-date-price-specs-uk-price-cut-3614419/,Android,5.1.1,6.0.1,1500,4,4096,N,144.78,1440x2560,16,Y,850 / 900 / 1800 / 1900,8/15,,http://www.gsmarena.com/samsung_galaxy_s6_edge+-7467.php,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
